Code,Player,Club,Season,Played,(Def) GP,Goals,Assists,Clean Sheets,Goals Against,Points
391,C. Mepham,Bournemouth,2019/20,10,10,1,0,1,19,-4
299,A. Masuaku,West Ham,2019/20,10,10,0,1,1,18,-4
112,O. Nyland,Aston Villa,2019/20,6,6,0,0,1,12,-4
340,P. Jagielka,Sheff Utd,2019/20,2,2,0,0,0,6,-4
359,J. Vallejo,Wolves,2019/20,2,2,0,0,0,6,-4
123,M. McGovern,Norwich,2019/20,2,2,0,0,0,6,-4
131,S. Moore,Sheff Utd,2019/20,2,2,0,0,0,6,-4
250,E. Krafth,Newcastle,2019/20,12,12,0,1,2,23,-5
148,W. Hennessey,Crystal Palace,2019/20,3,3,0,0,0,8,-5
128,B. Foster,Watford,2019/20,38,38,0,1,9,64,-6
313,T. Klose,Norwich,2019/20,7,7,0,0,0,13,-6
218,L. Kelly,Bournemouth,2019/20,7,7,0,0,1,15,-6
383,A. Christensen,Chelsea,2019/20,20,20,0,0,3,33,-7
104,T. Heaton,Aston Villa,2019/20,20,20,0,0,4,35,-7
312,G. Hanley,Norwich,2019/20,14,14,0,0,2,25,-7
215,K. Femenia,Watford,2019/20,26,26,0,1,5,46,-8
202,A. Smith,Bournemouth,2019/20,24,24,0,1,3,40,-8
353,B. Engels,Aston Villa,2019/20,17,17,1,0,2,32,-8
288,Emerson,Chelsea,2019/20,11,11,0,0,1,21,-8
293,Y. Valery,Southampton,2019/20,10,10,0,0,1,20,-8
253,P. Zabaleta,West Ham,2019/20,6,6,0,0,0,14,-8
338,C. Dawson,Watford,2019/20,26,26,2,0,4,49,-9
376,A. Mariappa,Watford,2019/20,18,18,0,0,3,33,-9
208,N. Taylor,Aston Villa,2019/20,12,12,0,0,2,25,-9
204,A. El Mohamady,Aston Villa,2019/20,10,10,1,1,2,28,-9
242,S. Francis,Bournemouth,2019/20,10,10,0,0,1,21,-9
274,Bernardo,Brighton,2019/20,8,8,0,0,0,17,-9
136,Roberto,West Ham,2019/20,8,8,0,0,0,17,-9
333,K. Hause,Aston Villa,2019/20,17,17,1,0,2,34,-10
397,M. Yoshida,Southampton,2019/20,6,6,0,0,1,18,-10
341,S. Cook,Bournemouth,2019/20,27,27,1,0,3,47,-11
265,J. Holebas,Watford,2019/20,11,11,0,1,2,28,-11
361,M. Sakho,Crystal Palace,2019/20,10,10,0,0,0,21,-11
120,A. Gunn,Southampton,2019/20,10,10,0,0,2,25,-11
145,A. Ramsdale,Bournemouth,2019/20,37,37,0,1,5,62,-13
209,M. Aarons,Norwich,2019/20,36,36,0,2,5,71,-21
210,J. Lewis,Norwich,2019/20,26,26,1,0,3,56,-21
116,T. Krul,Norwich,2019/20,36,36,0,0,5,68,-22
311,B. Godfrey,Norwich,2019/20,30,30,0,0,3,62,-26
